captured_date,source,msft_classification_type,extension_identifier,publisher_name,version,artifact,sha256,size_mb,published_date,last_updated_date,verified_publisher,installation_count,average_rating,rating_count,categories,repository_url,flags,engines_vscode,exists_in_dataset
2025-12-07,removed_list,Impersonation,RooIncVeterinaryDev.roo-cline-pro,RooIncVeterinaryDev,3.35.0,RooIncVeterinaryDev.roo-cline-pro-3.35.0.vsix,d4708b5b162bcb33d2d13a14dfe65b729ec46cabbdff25b8276b674e87b3832a,95.43,2025-12-02,2025-12-03,false,322,null,null,Programming Languages;Snippets;Education;Testing;AI;Chat,none,validated;public,^1.84.0,vsmex
2025-12-07,removed_list,Impersonation,SpecStoryInc.specstory-vscode-pro,SpecStoryInc,0.26.2,SpecStoryInc.specstory-vscode-pro-0.26.2.vsix,0a7da28b2dfefa6a942cfcd2010a56584f4054e6884547d569c6b057cf48c148,0.37,2025-11-30,2025-12-03,false,896,null,null,Other,none,validated;public,^1.93.0,vsmex
2025-12-07,removed_list,Impersonation,TheMysteryPanda.discodemulti,TheMysteryPanda,0.1.9,TheMysteryPanda.discodemulti-0.1.9.vsix,f5325ffaa590517ac92c47db7155a5b99e9ef13786c9558b0b4b0963c3f84a0c,4.26,2023-10-11,2023-10-14,false,7,5,1,Other,none,validated;public;unpublished,^1.78.2,vsmex
2025-12-07,removed_list,Impersonation,devCHOUZZ.vscode-better-align-pro,devCHOUZZ,1.4.5,devCHOUZZ.vscode-better-align-pro-1.4.5.vsix,af1b3b39707000e4450357e60d7721b7668ea08252a22ebbf704e006a686b7e4,17.34,2025-11-30,2025-12-03,false,682,null,null,Formatters,none,validated;public,^1.47.0,vsmex
2025-12-07,removed_list,Impersonation,fyzhu.git-pretty-graph,fyzhu,1.30.0,fyzhu.git-pretty-graph-1.30.0.vsix,7cf84b2ebf11fc632498e89f6c68b4f4b25cb0c15beea860474bb67f7922cfb2,0.77,2024-07-11,2024-07-11,false,2788,5,2,Other,https://github.com/fyzhu/vscode-git-graph.git,validated;public,^1.38.0,vsmex
2025-12-07,removed_list,Impersonation,lyywemhan.code-formatter-and-minifier-vscode,lyywemhan,1.1.3,lyywemhan.code-formatter-and-minifier-vscode-1.1.3.vsix,0dd7f8384bf99681d6749fb0e97a4cd3f4daf16408d83e2b6d6f858024a89772,4.48,2025-11-29,2025-12-03,false,786,null,null,Formatters,none,validated;public,^1.80.0,vsmex
2025-12-07,removed_list,Malware,piithon.piiithon-linter,piithon,0.0.7,piithon.piiithon-linter-0.0.7.vsix,0644f578638959cba4aab1b2e207ac414fcab363d9c592e6abce9d8b71455e67,0.01,2025-12-04,2025-12-04,false,null,null,null,Other,https://github.com/piiithon-linter/piiithon-linter.git,validated;public,>=1.60.0,vsmex
2025-12-07,removed_list,Impersonation,senseDevpro.profiler-php-pro,senseDevpro,1.63.18155,senseDevpro.profiler-php-pro-1.63.18155.vsix,777ac682f2ffc35ace7ec5014c0f69819085d7a2b848dca7f325bf93f7e8fcc4,8.58,2025-11-29,2025-12-03,false,217,null,null,Programming Languages;Debuggers;Visualization;Testing,none,validated;public;trial,^1.63.1,vsmex
2025-12-07,removed_list,Impersonation,sqlmtxredev.quarto-pro,sqlmtxredev,1.126.1,sqlmtxredev.quarto-pro-1.126.1.vsix,e87a8ab298e5fab2c238bb293afe1845679075db57e7156b4f783e60969898c3,14.33,2025-11-30,2025-12-03,false,812,null,null,Programming Languages;Data Science;Machine Learning;Notebooks,none,validated;public,^1.75.0,vsmex
2025-12-09,removed_list,Impersonation,AkhilTeotia.prettier-vscode-cfml,AkhilTeotia,1.0.0,AkhilTeotia.prettier-vscode-cfml-1.0.0.vsix,abec9f9d4ddf396bf14965f71a1f301440987e541502bef72230ba8e25650997,2.47,2025-08-23,2025-08-23,false,76,null,null,Formatters,https://github.com/Akhil4826/prettier-vscode.git,validated;public,^1.80.0,vsmex
2025-12-09,removed_list,Malware,BigBlack.codo-ai,BigBlack,1.1.0,BigBlack.codo-ai-1.1.0.vsix,20ddcc75d93f9d73184652d8178180b435e9b7123b335b4ae128acb34c988248,0.2,2025-12-05,2025-12-05,false,2,5,7,Programming Languages;Machine Learning,https://github.com/CodoAI/codo-ai-vscode.git,validated;public,^1.75.0,vsmex
2025-12-09,removed_list,Impersonation,complete.prettier-vscode-community,complete,12.0.1,complete.prettier-vscode-community-12.0.1.vsix,e60c2c77ae919ba0f61caf217b33a98da7be9b12d7d25e485bdb1046be7303a9,0.9,2025-11-27,2025-11-27,false,2,null,null,Formatters,https://github.com/complete-ts/prettier-vscode.git,validated;public,^1.106.0,vsmex
2025-12-09,removed_list,Malware,ozz3dev.bitcoin-auto-trading,ozz3dev,1.2.0,ozz3dev.bitcoin-auto-trading-1.2.0.vsix,ebd15a6ebc0c9fe155c302c408afce5d1e870fa8a7a6994163fcacd8d7751e83,0.03,2025-12-08,2025-12-08,false,null,null,null,Other,https://github.com/BigBlack/bitcoin-auto-trading-vscode.git,validated;public,^1.75.0,vsmex
2025-12-09,removed_list,Malware,theme-cyberpunk.theme-neon-cyberpunk,theme-cyberpunk,1.0.3,theme-cyberpunk.theme-neon-cyberpunk-1.0.3.vsix,514420e0e86d4e24856cfe4395b7af92bea339c698fdb6202b4e1322d4cfe36d,2.05,2025-12-03,2025-12-03,false,3,null,null,Themes,https://github.com/gamizahadiagliu4/neon-theme.git,validated;public,^1.13.0,vsmex
2025-12-13,removed_list,Impersonation,CartagoNova.turbo-console-log-forked-by-cartago,CartagoNova,2.6.201,CartagoNova.turbo-console-log-forked-by-cartago-2.6.201.vsix,e3050f917f9db4f90289c2f4e288969ca98b2dc7fdd795ef78cfd34fead4f56f,0.69,2023-01-02,2023-01-02,false,157,null,null,Other,https://github.com/CartagoGit/fork--turbo-console-log--afterdelimitter.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Malware,EffetMer.darkgpt,EffetMer,1.2.2,EffetMer.darkgpt-1.2.2.vsix,74bc39f9374526392ecd089b65ed3ab7b7b0f1531adbc1dd441d7085a3bbeafd,1.45,2025-12-08,2025-12-08,false,2,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-13,removed_list,Impersonation,LuizDoPc.luizdopc-turbo-console-log,LuizDoPc,2.1.6,LuizDoPc.luizdopc-turbo-console-log-2.1.6.vsix,d857f18c207351013ab030baabbeae8cb8c755a9799036e0ae1a4b75c35f316c,0.02,2021-04-24,2021-04-24,false,525,null,null,Other,https://github.com/Chakroun-Anas/turbo-console-log,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Malware,MisterAAR.codex-ai-pro,MisterAAR,1.0.0,MisterAAR.codex-ai-pro-1.0.0.vsix,118c4b2f274e33b0986690c2e73f1e92ff87c81409803a4fc0930703250df3d6,1.5,2025-12-10,2025-12-10,false,null,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-13,removed_list,Impersonation,NeoMain.Neo-Better-DevTracker,NeoMain,11.0.0,NeoMain.Neo-Better-DevTracker-11.0.0.vsix,3ab0b4456b7252f5c91e9dde0c5e9542bf090376b387c220b836f68dad3533cf,4.04,2025-11-27,2025-11-27,false,null,null,null,Other,https://github.com/neo-project/neo-visual-tracker.git,validated;public,^1.92.0,vsmex
2025-12-13,removed_list,Impersonation,Noe.noe-tokyo-night-horizon,Noe,1.0.8,Noe.noe-tokyo-night-horizon-1.0.8.vsix,1b0ee593c82289f524740e058f1c6bb87dc98c1e60e58a0e701d238832fb09c3,0.29,2025-12-04,2025-12-04,false,2,null,null,Themes,https://github.com/NoeBrt/noe-tokyo-night-horizon.git,validated;public,^1.17.0,vsmex
2025-12-13,removed_list,Impersonation,PhungXuanAnh.auto-run-command-with-condition,PhungXuanAnh,1.6.5,PhungXuanAnh.auto-run-command-with-condition-1.6.5.vsix,40e1468bc662500adfd13f3e356d598e3e941d79527d664bb2edf254bad8291e,0.02,2025-12-06,2025-12-06,false,2,null,null,Other,https://github.com/PhungXuanAnh/vscode-extensions.git,validated;public,^1.5.0,vsmex
2025-12-13,removed_list,Impersonation,SupporterREditor.r-vscode,SupporterREditor,2.8.7,SupporterREditor.r-vscode-2.8.7.vsix,975a86564e2c51ed97fff53bc453931e65b455b471533c4d6d7ef8844f290e68,12.3,2025-11-29,2025-12-03,false,28,null,null,Programming Languages;Snippets,none,validated;public,^1.75.0,vsmex
2025-12-13,removed_list,Impersonation,alexevanczuk.pks-vscode,alexevanczuk,0.0.10,alexevanczuk.pks-vscode-0.0.10.vsix,8e252637f4caf060be9a37dcd616689328c5f620196372750a2772049ad37462,0.46,2025-11-20,2025-11-20,false,null,null,null,Programming Languages;Linters,https://github.com/alexevanczuk/packwerk-vscode.git,validated;public,^1.32.0,vsmex
2025-12-13,removed_list,Impersonation,altynbek132.turbo-console-log-custom,altynbek132,2.9.8,altynbek132.turbo-console-log-custom-2.9.8.vsix,336ddd983522d68cce77c75503d69cc78004d70524906caed21c194dc16d739f,0.05,2023-07-19,2023-09-13,false,297,null,null,Other,https://github.com/altynbek132/turbo-console-log-1.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,benpzhao.emmylua-aoe,benpzhao,0.9.32,benpzhao.emmylua-aoe-0.9.32.vsix,18d74644a4a3ac047f95e58bbd56521021db6137616864109f934ba2b336a29a,9.59,2025-12-05,2025-12-05,false,null,null,null,Programming Languages;Debuggers,https://github.com/EmmyLua/VSCode-EmmyLua.git,validated;public,^1.89.0,vsmex
2025-12-13,removed_list,Impersonation,brainz-digital-com.brainz-digital-netbeans-keybindings,brainz-digital-com,0.1.2,brainz-digital-com.brainz-digital-netbeans-keybindings-0.1.2.vsix,665c0a891a17c4cf21b84ded4812c74e3982c11c0a561c598ef332a07fff287b,0.03,2025-11-21,2025-11-21,false,null,null,null,Keymaps,https://github.com/bazo/vscode-nb-keybinding.git,validated;public,^1.9.0,vsmex
2025-12-13,removed_list,Impersonation,cuitianze.turbo-console-log-with-emoji,cuitianze,1.0.1,cuitianze.turbo-console-log-with-emoji-1.0.1.vsix,f1b9f95bbb4a905a78bbc203cc7ffd20050adf9c078edc0efad44e674d6cb211,1.14,2020-04-04,2020-04-15,false,2322,5,1,Other,https://github.com/cuitianze/turbo-console-log-with-emoji,validated;public,^1.19.0,vsmex
2025-12-13,removed_list,Impersonation,cyrilproletuzi.angular-schematics-pro,cyrilproletuzi,7.0.1,cyrilproletuzi.angular-schematics-pro-7.0.1.vsix,a651e7e8e8196c5f202c5dea8846fc7da91dd3f720ccf262538028f378de7288,4.47,2025-11-30,2025-12-03,false,3,null,null,Other,none,validated;public,^1.96.0,vsmex
2025-12-13,removed_list,Impersonation,dechuen-lee.tailwindcss-intellisense-auto-space,dechuen-lee,1.0.0,dechuen-lee.tailwindcss-intellisense-auto-space-1.0.0.vsix,46c36d1e347e407256dc4c48d526a07776f61cb7085f4867c5ea84377a9045b1,1.39,2025-12-07,2025-12-07,false,null,null,null,Linters,https://github.com/musicd/tailwindcss-intellisense-plus.git,validated;public,^1.67.0,vsmex
2025-12-13,removed_list,Malware,devcodaro.codaro-pro,devcodaro,3.5.2,devcodaro.codaro-pro-3.5.2.vsix,6a52eb6028a4feed656d253a281210c1ef0450c209c580db41b35b6b65456d41,0.37,2025-11-30,2025-12-03,false,834,null,null,Other,none,validated;public,^1.85.0,vsmex
2025-12-13,removed_list,Impersonation,env.Better-dotenv,env,2.0.14,env.Better-dotenv-2.0.14.vsix,1defda4466f49dd27cfbab6da55a78890a9cc8e3285cb7e9b8102895fd4f56f1,0.23,2025-11-27,2025-11-27,false,null,null,null,Programming Languages,https://github.com/env/dotenv.git,validated;public,^1.86.0,vsmex
2025-12-13,removed_list,Impersonation,env.Javascript-snippets-plus,env,1.8.0,env.Javascript-snippets-plus-1.8.0.vsix,abc7f2a7a415c7a6790362b02cd6518fe4ac395c7eec2efbfaa633e2d57fffbd,0.01,2025-11-29,2025-11-29,false,null,null,null,Snippets,https://github.com/xabikos/vscode-javascript.git,validated;public,0.10.x,vsmex
2025-12-13,removed_list,Impersonation,frunoob.ankimini,frunoob,2.0.1,frunoob.ankimini-2.0.1.vsix,f81254b98c7cd42174ee80f5a6d7122bddbf8c3b913d10e389df92c18d4ccfec,0.44,2025-11-24,2025-11-25,false,null,5,1,Other,https://github.com/BruceFooo/anki-mini.git,validated;public,^1.78.0,vsmex
2025-12-13,removed_list,Impersonation,gerson577.turbo-console-log-modify,gerson577,2.9.7,gerson577.turbo-console-log-modify-2.9.7.vsix,fe6a6853e26df8449317d51a5c719ee6f4f8b3236237092dc4b4e61eb318e394,0.06,2023-09-15,2023-09-16,false,80,null,null,Other,https://github.com/Chakroun-Anas/turbo-console-log.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,ghlandy.LiveServer-2,ghlandy,1.0.1,ghlandy.LiveServer-2-1.0.1.vsix,b49aee6672302d5356923d88ba8cd6102b032972f64090f751d885fd7afd1318,5.52,2025-12-04,2025-12-05,false,3,null,null,Other,https://github.com/ritwickdey/vscode-live-server.git,validated;public,^1.51.0,vsmex
2025-12-13,removed_list,Impersonation,harrisonLin.fcbox-ai-code,harrisonLin,1.0.2,harrisonLin.fcbox-ai-code-1.0.2.vsix,d5bc332697af4feb34457c9d6c5eed6ba8b913cc3cd82aee06ef9948cc71da4e,71.4,2025-11-17,2025-11-17,false,1,null,null,Programming Languages;Snippets;Machine Learning;Education;AI;Chat,https://github.com/continuedev/continue.git,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Impersonation,idanSaban.turbo-console-debuglog,idanSaban,1.0.0,idanSaban.turbo-console-debuglog-1.0.0.vsix,79cf52e4eaf89c43611492d1c9ece60c49e56a007a06b304fbecf16210a7516e,0.05,2020-07-23,2020-07-23,false,6526,null,null,Other,https://github.com/idanSaban/turbo-console-debuglog,validated;public,^1.19.0,vsmex
2025-12-13,removed_list,Malware,johnpborgon.codecompiler,johnpborgon,1.0.6,johnpborgon.codecompiler-1.0.6.vsix,691948a6592ab36f29060b3871c87b834068205ce7b68fe98954d12c4185f61b,0.53,2025-12-05,2025-12-06,false,3,5,1,Other,none,validated;public,^1.106.0,vsmex
2025-12-13,removed_list,Malware,johnpborgon.react-exe-runner,johnpborgon,0.0.1,johnpborgon.react-exe-runner-0.0.1.vsix,1619719ae3c8cac0a7826c864bc46a91cfdd1446da1f3469866b3748bc83bf7f,0.53,2025-12-05,2025-12-05,false,null,null,null,Other,none,validated;public,^1.106.0,vsmex
2025-12-13,removed_list,Malware,levicarlsson.shelly,levicarlsson,1.0.0,levicarlsson.shelly-1.0.0.vsix,5dcc3b6a24fff2cf9e01a256396612c2e9132a339839d4e4449c71de102f63f6,0.02,2025-02-23,2025-02-23,false,28,null,null,Other,https://github.com/levicarlsson/shelly.git,validated;public,^1.26.0,vsmex
2025-12-13,removed_list,Impersonation,linlinzhao.turbo-console-log-enhance,linlinzhao,3.1.1,linlinzhao.turbo-console-log-enhance-3.1.1.vsix,d817c4da2fdafeee7ddc93ffd350deff56030e137bcca0480594ee85d3c625de,0.05,2023-10-09,2024-07-08,false,96,null,null,Other,https://github.com/Chakroun-Anas/turbo-console-log.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,littensydev.charmed-icons-pro,littensydev,0.10.1,littensydev.charmed-icons-pro-0.10.1.vsix,58212fa611fe69d856e66f85baceddcbefe269a843583eb3c15bcd073fbb137b,2.16,2025-11-30,2025-12-03,false,14,null,null,Themes,none,validated;public,^1.88.0,vsmex
2025-12-13,removed_list,Impersonation,mahdihajian.angular-files-creator,mahdihajian,1.6.6,mahdihajian.angular-files-creator-1.6.6.vsix,3f6fbbc7c3a5c4408f55a6b6c12ac1a311f66aaaa0b44642e0e97175e4772ad1,0.34,2025-11-29,2025-11-30,false,2,null,null,Programming Languages;Snippets,https://github.com/mahdi-hajian/vscode-angular2-files.git,validated;public,^1.40.0,vsmex
2025-12-13,removed_list,Impersonation,mahdihajian.vscode-pull-request-azure-devops,mahdihajian,1.0.2,mahdihajian.vscode-pull-request-azure-devops-1.0.2.vsix,cf5b897eb50b00e74f7439eeb4410a7afe57f4535e192ac322dd8b365e2ee0c0,2.59,2025-12-07,2025-12-07,false,null,null,null,Other,https://github.com/mahdi-hajian/vscode-pull-request-azdo.git,validated;public;preview,^1.97.0,vsmex
2025-12-13,removed_list,Impersonation,mahdihajian.vscode-shelf,mahdihajian,0.2.2,mahdihajian.vscode-shelf-0.2.2.vsix,5af4824dbd27551653906981f571ed589d24e4611f628189d5352880921d7c39,0.02,2025-12-03,2025-12-06,false,4,null,null,SCM Providers,https://github.com/mahdi-hajian/vscode-shelf.git,validated;public,^1.80.0,vsmex
2025-12-13,removed_list,Impersonation,mishannn.custom-turbo-console-log,mishannn,0.1.1,mishannn.custom-turbo-console-log-0.1.1.vsix,4bccf8393f95219a1842df63816ce7019e32c4a2035783f8bff1b5680829639c,0.02,2021-06-18,2021-06-20,false,224,null,null,Other,https://github.com/mishannn/turbo-console-log,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,nocnokneo.gif-player-plus,nocnokneo,0.0.4,nocnokneo.gif-player-plus-0.0.4.vsix,4371b55ee343417e956eed9f657907d5ff453f9ef606dc6ab26f4e02e848cc1d,4.36,2025-12-08,2025-12-08,false,1,null,null,Other,https://github.com/nocnokneo/vscode-gif-player.git,validated;public,^1.47.0,vsmex
2025-12-13,removed_list,Malware,pandaexpress.Theme-Anarchist-plugin,pandaexpress,1.0.0,pandaexpress.Theme-Anarchist-plugin-1.0.0.vsix,f4ef2a13157ca738d08f35f95a9a2543c480dfacc24ebbc38f3e0bc29b727169,4.04,2025-02-10,2025-02-10,false,16,5,1,Themes,none,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Malware,pandaexpress.Theme-AnarchistEighties-plugin,pandaexpress,1.0.0,pandaexpress.Theme-AnarchistEighties-plugin-1.0.0.vsix,742e4b0a58337e6ffeb650275d4f5a69a588f94df36bda9d5b767a2d73896cf6,4.05,2025-02-10,2025-02-10,false,12,5,1,Themes,none,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Malware,pandaexpress.Theme-Array-plugin,pandaexpress,1.0.0,pandaexpress.Theme-Array-plugin-1.0.0.vsix,a13b926a20325ab8f187fc58471c80964b5816460426d9b19151a7a3a2ab1e32,4.06,2025-02-10,2025-02-10,false,13,5,1,Themes,none,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Malware,pandaexpress.Theme-ant-plugin,pandaexpress,1.0.0,pandaexpress.Theme-ant-plugin-1.0.0.vsix,bfe780f71aa1baf9184810492a1c98f45b0893181f52323589a45678a3352918,4.04,2025-02-10,2025-02-10,false,17,5,1,Themes,none,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Malware,pandaexpress.Theme-arstotzka-plugin,pandaexpress,1.0.0,pandaexpress.Theme-arstotzka-plugin-1.0.0.vsix,5d846cf263f233b532c86c50684185516a27cea9f3b1bb9556e9a9fd1c39585e,4.04,2025-02-10,2025-02-10,false,26,5,1,Themes,none,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Impersonation,phantomgz.vscode-theme-onedark-c,phantomgz,1.1.0,phantomgz.vscode-theme-onedark-c-1.1.0.vsix,590e68732f91372441492b277b6eb033f581a96c66fbd4bc84c23db576901245,0.02,2025-12-03,2025-12-03,false,1,null,null,Themes,https://github.com/phantomgz/vscode-theme-onedark.git,validated;public,^1.70.0,vsmex
2025-12-13,removed_list,Impersonation,sachinsmc.turbo-rust-println,sachinsmc,2.3.2,sachinsmc.turbo-rust-println-2.3.2.vsix,4447fe12a4c1c6b895c09e66cd62e8f7afe1a3e2ebe994083b815831176b6282,0.18,2024-07-21,2024-07-21,false,199,5,1,Other,https://github.com/sachinsmc/turbo-rust-println.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,samuanv.turbo-console-log-single-quotes,samuanv,1.2.11,samuanv.turbo-console-log-single-quotes-1.2.11.vsix,246cf0e11a2d4720d777c90417d3d8d66d7fc4e94b474b74fbfbd5de61c296be,2.87,2019-01-14,2019-01-14,false,1468,null,null,Other,https://github.com/Chakroun-Anas/turbo-console-log,validated;public,^1.19.0,vsmex
2025-12-13,removed_list,Impersonation,sseveur.vscode-bigquery-v2,sseveur,1.0.2,sseveur.vscode-bigquery-v2-1.0.2.vsix,41f1f95a9595a091f0c00c3750cddf0949a6db93b097ebbdd5cfe60f007e2f9e,3.08,2025-12-06,2025-12-06,false,2,5,1,Other,https://github.com/badiay-s/vscode-bigquery.git,validated;public,^1.63.0,vsmex
2025-12-13,removed_list,Impersonation,svltsweet.Svetle-for-Cursor,svltsweet,109.12.3,svltsweet.Svetle-for-Cursor-109.12.3.vsix,40207c4a484d722f8c9d6b32f199031d1e91a168928abd4682152d98d2ddf085,0.23,2025-11-26,2025-11-27,false,null,null,null,Programming Languages;Formatters,https://github.com/sveltejs/language-tools.git,validated;public,^1.82.0,vsmex
2025-12-13,removed_list,Impersonation,trlanfeng.turbo-console-log,trlanfeng,1.5.0,trlanfeng.turbo-console-log-1.5.0.vsix,59edee130ab1f91fa83310c755b6612a8bdc1b24f13fdbed6715d4511a54c0f9,0.06,2020-10-14,2020-10-14,false,1268,null,null,Other,https://github.com/trlanfeng/turbo-console-log,validated;public,^1.19.0,vsmex
2025-12-13,removed_list,Impersonation,tuur29.turbo-console-log,tuur29,1.4.0,tuur29.turbo-console-log-1.4.0.vsix,e86b3f62f9856c32362994b55535358e398efae868779f5f459e20b9fcaec83f,0.02,2019-12-07,2019-12-09,false,734,null,null,Other,https://github.com/tuur29/vscode-turbo-console-log,validated;public,^1.19.0,vsmex
2025-12-13,removed_list,Impersonation,val-brlt.turbo-console-no-comma,val-brlt,2.14.0,val-brlt.turbo-console-no-comma-2.14.0.vsix,53521dcfe217859192bd005a3c4a9f621b749da924c0867fa9b0c7a63848c3f8,0.06,2025-04-08,2025-04-08,false,8,null,null,Other,https://github.com/Chakroun-Anas/turbo-console-log.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Impersonation,ygqygq2.turbo-print-log,ygqygq2,3.1.0,ygqygq2.turbo-print-log-3.1.0.vsix,a1ad8dc2557c41581871e8e3bc383351efd7ab400e1a5a91ab6c9c508a7fd628,0.11,2024-01-27,2025-06-03,false,1399,5,1,Debuggers;Testing,https://github.com/ygqygq2/turbo-console-log.git,validated;public,^1.88.0,vsmex
2025-12-13,removed_list,Impersonation,zero-pzp.turbo-console-log-pzp,zero-pzp,1.0.0,zero-pzp.turbo-console-log-pzp-1.0.0.vsix,d5ae28fea06cba8c0f0168f73fe589354f01171e3d1dd23bb84bcbe12b84134b,0.05,2024-09-16,2024-09-16,false,37,null,null,Other,https://github.com/pzuopin/turbo-console-log.git,validated;public,^1.50.0,vsmex
2025-12-13,removed_list,Potentially malicious,zigbook.pilot-repl,zigbook,0.1.1,zigbook.pilot-repl-0.1.1.vsix,a859306842d5f10344c572198989f2000117ecc7fdb148a9d6efa6ab559b9acb,1.97,2025-11-29,2025-11-30,false,5443,5,1,Programming Languages;Snippets;Debuggers;AI;Chat,https://github.com/pilot-repl/pilot.git,validated;public,^1.106.1,vsmex
2025-12-15,removed_list,Malware,AARCarti.darkai-ai-pro,AARCarti,1.0.0,AARCarti.darkai-ai-pro-1.0.0.vsix,dcd1d0699383d3597be2897f920812b5e1c453c8096b2e3526d0ba94705d2bc4,0.49,2025-12-14,2025-12-14,false,2,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-15,removed_list,Malware,AARCarti.fortex-ai-pro,AARCarti,1.0.0,AARCarti.fortex-ai-pro-1.0.0.vsix,bb9acd2de9b884ed4eb652989d0d5c5bded3dcc04f35a2dc730aa0508f3e4404,1.02,2025-12-14,2025-12-14,false,1,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-15,removed_list,Impersonation,DonJayamne.DonJayamne,DonJayamne,5.1.1,DonJayamne.DonJayamne-5.1.1.vsix,f7c89dc769dd0cd9743a7784e674a2d5cd0bc2b1acb47e159e5c88273bc6de02,124.45,2025-12-14,2025-12-14,false,null,null,null,Programming Languages;Snippets;Themes;Education,https://github.com/viperproject/viper-ide.git,validated;public,^1.82.0,vsmex
2025-12-15,removed_list,Malware,pythoner.Black-Molokai-Theme,pythoner,1.0.0,pythoner.Black-Molokai-Theme-1.0.0.vsix,c4a5d4a4812514eded5a52670853ee796e3c0253d82a48f1b03a428d6ac7cf0c,0.33,2025-12-14,2025-12-14,false,null,null,null,Themes,https://github.com/nonylene/vscode-dark-molokai-theme.git,validated;public,^1.81.0,vsmex
2025-12-19,removed_list,Malware,AhmedSleem.secure-code,AhmedSleem,0.0.2,AhmedSleem.secure-code-0.0.2.vsix,251f0ed0e22699ea5aca03bbb7a6e074e703d195a4b4c9eb3487d2eb28a750b8,2.24,2025-12-06,2025-12-09,false,4,null,null,Linters,https://github.com/AhmedSleem06/SecureCode-Extension.git,validated;public,^1.80.0,vsmex
2025-12-19,removed_list,Malware,EfferSmart.code-studio-pro,EfferSmart,1.0.0,EfferSmart.code-studio-pro-1.0.0.vsix,6c9b364f18440fd105372855e94d79161299bde96bd6ddc2d9100bfdf52e4039,1.16,2025-12-14,2025-12-14,false,1,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-19,removed_list,Malware,EfferSmart.qoodo-ai,EfferSmart,1.0.0,EfferSmart.qoodo-ai-1.0.0.vsix,fdc8c180af98aff34f9782529c5d90aa6b73e57378188a105a961852f90df3b3,0.04,2025-12-14,2025-12-14,false,null,null,null,Programming Languages;Machine Learning,https://github.com/cathedralkingz-afk/DarkGPT-Extension-For-VsCode.git,validated;public,^1.75.0,vsmex
2025-12-19,removed_list,Malware,InternetLK.username-poc,InternetLK,0.0.1,InternetLK.username-poc-0.0.1.vsix,e93fdff09e372ac5f66bc95e7e9183369b960b7eebf9fdcf0ebf8ca8bfcae6c1,0.87,2025-12-12,2025-12-12,false,2,null,null,Other,none,validated;public,^1.60.0,vsmex
2025-12-19,removed_list,Impersonation,OPENEDAI.OPENEDAI,OPENEDAI,0.4.51,OPENEDAI.OPENEDAI-0.4.51.vsix,70f33f51433f4b5d3e994553aa26a87c308b9c5f5472d9f4d6f64354ddf9631e,54,2025-12-14,2025-12-14,false,6,5,1,AI;Chat,none,validated;public,^1.96.2,vsmex
2025-12-19,removed_list,Malware,SyntaxDev.New-Christmas-Theme,SyntaxDev,0.0.6,SyntaxDev.New-Christmas-Theme-0.0.6.vsix,314e12d801b7cb16a187adb317c3f7d5e920da62843e9f943019cc4a4e0d4512,0.1,2025-12-17,2025-12-17,false,null,null,null,Themes,https://github.com/m-fin/north-pole,validated;public,^1.39.0,vsmex
2025-12-19,removed_list,Impersonation,codevsce.codelddb-vscode,codevsce,1.11.9,codevsce.codelddb-vscode-1.11.9.vsix,8902b7107014573826ea32f45325d958ad692298234e5efb4401b24836e7dcb0,0.28,2025-11-25,2025-11-25,false,7,null,null,Debuggers,https://github.com/vadimcn/codelldb.git,validated;public,^1.61.0,vsmex
